id,explain/emotion,true/false,showing picture or not,user answer,user response,response time
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,TRUE,TRUE,TRUE,Yeah how else they know each other,328.74
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,FALSE,TRUE,TRUE,They are just like me....,372.42
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,FALSE,TRUE,FALSE,that sounds like a vtuber,402.65
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,TRUE,FALSE,FALSE,that sounds like a pokemon,431.21
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,FALSE,FALSE,FALSE,Vsauce told me its through detecting heat,478.46
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,TRUE,TRUE,FALSE,Dont koalas not have fingerprints at all?,500.74
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,TRUE,FALSE,FALSE,"Sounds about right for practical effects, but titanium is too expensive to be used as visual props",551.3
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,FALSE,TRUE,FALSE,I think i saw it somewhere that its not nuts,587.33
ad7413b0-cc24-40e4-bf8f-98d6ac43474c,Explain,FALSE,TRUE,FALSE,I dont think bees tend to do funeral dances,684.13
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,TRUE,FALSE,"I'm not sure whether cows have the concept of ""name"" in their mind.",63.61
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,FALSE,FALSE,deep purple was assoicated with royalty?,105.77
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,FALSE,FALSE,i dont know,124.66
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,FALSE,FALSE,what is legume?,156.03
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,TRUE,FALSE,No idea,204.65
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,TRUE,TRUE,always increase,223.73
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,TRUE,FALSE,from scotland?,238.29
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,TRUE,FALSE,"definitely unique, but they use that for identification?",286.22
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,TRUE,FALSE,maybe more? cause bamboo is hard to bite~,312.45
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,FALSE,FALSE,really?! i hope not,333.64
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,FALSE,TRUE,maybe? if rotten grapes also take into consideration~,369.94
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,FALSE,TRUE,maybe?,384.15
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,TRUE,FALSE,does it the only one?,403.07
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,FALSE,FALSE,plants can feel?,426.74
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,FALSE,FALSE,FALSE,just cannot understand how can this be regarded as a question. What are you trying to ask?,496.06
70ea5368-33c4-43e9-b993-71cdfe06dcb2,Explain,TRUE,TRUE,FALSE,"wider? which aspect of ""width"" are you referring to?",568.42
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,FALSE,TRUE,normal,37
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,FALSE,TRUE,makes sense,68.07
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,FALSE,FALSE,mispunctuation feels unconvincing,125.29
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,TRUE,TRUE,looks like a biography,182.03
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,TRUE,TRUE,"new knowledge, short sentence feels professional",212.32
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,TRUE,TRUE,na,220.76
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,TRUE,TRUE,scientific,236.87
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,FALSE,TRUE,good,243.66
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,TRUE,FALSE,lack of evidence,265.56
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,TRUE,TRUE,good,276.35
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,TRUE,TRUE,good,280.53
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,FALSE,TRUE,good,286.31
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,TRUE,FALSE,"even with a pic, I don't believe it",322.11
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,FALSE,TRUE,good,330.04
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,FALSE,FALSE,TRUE,looks right,342.72
9e96f3a6-59b9-4b4a-a6d0-77b1ce31afea,Emotion,TRUE,FALSE,FALSE,doubt it,356.74
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,FALSE,FALSE,Boo,5.37
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,TRUE,FALSE,Fggg,14.9
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,TRUE,FALSE,Rrfg,17.51
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,TRUE,FALSE,Cfffg,20.22
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,TRUE,TRUE,Ffggxc,23.39
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,TRUE,FALSE,Drfyyhhh,27.21
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,TRUE,TRUE,Resdddeddrreeeee,33.89
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,TRUE,TRUE,Wwwwwwweee,54.74
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,FALSE,FALSE,.,165.51
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,FALSE,TRUE,A,168.57
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,FALSE,TRUE,D,171.03
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,FALSE,TRUE,W,173.5
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,TRUE,TRUE,W,177.39
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,FALSE,FALSE,TRUE,A,181.67
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,FALSE,FALSE,A,184.21
1280a0d0-a38a-4e8a-b68b-b5c063582ed7,Explain,TRUE,FALSE,FALSE,W,187.27
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,TRUE,FALSE,hate mosquios,14.66
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,TRUE,TRUE,interesting,22.08
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,TRUE,FALSE,huh?,38.66
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,FALSE,FALSE,confusion,57.25
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,FALSE,TRUE,interesting,68.07
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,TRUE,FALSE,hmm,81.12
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,FALSE,FALSE,tired,99.08
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,TRUE,TRUE,interesting,114.47
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,FALSE,TRUE,confused,126.16
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,FALSE,TRUE,hate frogs,151.05
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,FALSE,FALSE,idk,163.6
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,FALSE,TRUE,joy(i actually know this one,178.03
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,FALSE,TRUE,good memory back to quiz bowl,196.74
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,FALSE,TRUE,TRUE,inspiring,209.88
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,TRUE,TRUE,something i heard before intereting,231.67
4f9d5a2d-2244-4d28-960b-16344bdcafb7,Emotion,TRUE,TRUE,TRUE,hmm,241.02
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,FALSE,TRUE,Thinking about Pokémon,29.41
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,FALSE,TRUE,Interesting,48.31
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,FALSE,FALSE,I don’t know,65
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,TRUE,FALSE,Why,82.63
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,FALSE,TRUE,Might be,96.84
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,FALSE,TRUE,Don’t know,111.47
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,TRUE,FALSE,Really,135.94
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,TRUE,TRUE,Should be,146.11
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,TRUE,FALSE,Don’t know,165.41
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,TRUE,TRUE,Want to see,184.16
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,TRUE,TRUE,No feel,199.25
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,FALSE,TRUE,Don’t know,213.19
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,TRUE,FALSE,Interesting,229.06
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,FALSE,FALSE,FALSE,Really?,244.89
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,FALSE,TRUE,No feel,262.41
57baed1b-271d-4c16-9d2c-e248ab7784ea,Explain,TRUE,TRUE,FALSE,No feel,302.02
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,TRUE,FALSE,there's no such animal!!!,14.72
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,FALSE,TRUE,that big influence? but maybe,45.47
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,FALSE,TRUE,maybe,60.17
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,TRUE,TRUE,"I KNOW!!!
",74.98
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,TRUE,FALSE,REALLY?,86.42
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,TRUE,FALSE,i don't think so. jam is 果酱，jelly is果冻。在中文里有区别！,126.69
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,FALSE,TRUE,maybe,135.06
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,FALSE,TRUE,maybe,143.52
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,TRUE,TRUE,I KNOW! IT'S TRUE!!!,156.94
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,FALSE,TRUE,maybe?,171.09
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,TRUE,TRUE,i think so,184.54
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,TRUE,TRUE,maybe,195.46
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,TRUE,FALSE,really?,204.33
676aa940-64e2-4414-be98-c68e6055fec0,Explain,TRUE,FALSE,TRUE,maybe,215.93
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,FALSE,TRUE,maybe,235.22
676aa940-64e2-4414-be98-c68e6055fec0,Explain,FALSE,FALSE,TRUE,i wish,245.25
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,FALSE,TRUE,Nothing,102.39
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,FALSE,FALSE,Weird,160.16
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,TRUE,TRUE,Funny,207.64
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,FALSE,FALSE,They are just insects lol,650.32
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,TRUE,FALSE,Ridiculous. They are totally different!! You never put jelly on your bread!!,792.03
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,TRUE,FALSE,I don't know...,832.59
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,TRUE,FALSE,Funny,858.2
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,TRUE,TRUE,That is common sense.,881.96
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,FALSE,TRUE,It seems make sense.,920.47
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,TRUE,FALSE,I don't know,968.11
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,FALSE,TRUE,It seems right hhh,1008.73
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,FALSE,FALSE,Is that a joke hhh,1040.01
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,FALSE,FALSE,FALSE,"If they provide related courses about wine, that will be interesting and attractive hhh",1120.55
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,FALSE,FALSE,Maybe other kinds of sharks are omnivores?,1202.78
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,TRUE,TRUE,It is a fun fact,1305.34
7a0c17cf-112c-4236-8963-b5c539f6e741,Emotion,TRUE,TRUE,FALSE,Is that possible? I cannot believe it hhh,1364
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,FALSE,FALSE,"It is generally believed that there is still a certain degree of discrimination in the US job market. Women's income is slightly lower than that of men, and they do not have any special advantages even in the broadcasting industry.",100.52
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,TRUE,FALSE,Mosquitoes use carbon dioxide emissions to determine the presence of prey,234.27
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,TRUE,FALSE,"The smell of grass sap, unless the grass itself is intact, has this smell. Plants generally do not have scent glands.",311.08
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,FALSE,TRUE,That seems ‘yes’ in my memory.,518.08
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,FALSE,TRUE,"I thought it should be correct, and I checked it and it turned out to be correct.",588
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,TRUE,TRUE,I think hide-and-seek is a children's game that has evolved in all civilizations around the world. I think it should be some kind of instinct engraved in our genes.,750.34
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,TRUE,FALSE,Whether it is toxic depends on the cooking method,783.1
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,FALSE,FALSE,How about red and green color blindness?,814.78
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,FALSE,TRUE,"Hello, can you call me Gigi?",850.09
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,FALSE,FALSE,commen sense,957.16
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,TRUE,TRUE,"Although it is a mythical creature, it is true",1026.39
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,TRUE,TRUE,"I've been there, the Centurion tank has this device",1109.55
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,FALSE,TRUE,"The joints will become looser due to the lack of gravity, and people will become enlarged.",1156.76
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,FALSE,FALSE,"I can't believe it, but as far as I can remember, almost all comprehensive universities with a long history have courses in food and wine tasting and production.",1273.74
0274c724-077e-4f08-b391-636b7cad7555,Emotion,FALSE,TRUE,FALSE,"Not good to drink, and I don't like it",1297
0274c724-077e-4f08-b391-636b7cad7555,Emotion,TRUE,TRUE,TRUE,"Australia is quite big, so it should be reasonable",1330.97
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,TRUE,TRUE,Weird,14.67
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,FALSE,FALSE,Amused,24.81
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,FALSE,TRUE,"Why not 
",37.34
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,TRUE,FALSE,I hope it's french,74.63
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,FALSE,TRUE,I came to america last year,92.25
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,FALSE,FALSE,It's carbon,117.52
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,FALSE,FALSE,Liar,126.88
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,TRUE,TRUE,Y not,135.16
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,TRUE,FALSE,Idk,144.56
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,FALSE,TRUE,Idk,190.45
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,TRUE,TRUE,Well known,200.48
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,FALSE,TRUE,Fact,209.19
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,TRUE,TRUE,I hope so,217.91
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,TRUE,TRUE,Ye,224.63
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,TRUE,TRUE,TRUE,I believe it,240.72
e4d2cadd-7989-43cc-8eca-0f6cdd7a889f,Emotion,FALSE,FALSE,TRUE,Dez nuts,248.44
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,FALSE,TRUE,Seems reasonable,21.75
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,TRUE,FALSE,I don’t think so,37.02
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,TRUE,FALSE,Patriarchy,50.93
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,TRUE,TRUE,The stress,73.02
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,TRUE,TRUE,I dont know,90.04
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,TRUE,FALSE,Interesting but I dont know,109.82
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,FALSE,TRUE,English people love tea,125.1
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,FALSE,FALSE,Lemons are sour,139.48
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,FALSE,TRUE,I know,146.48
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,TRUE,TRUE,Maybe,153.05
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,FALSE,FALSE,I dont know,166.15
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,FALSE,TRUE,I don’t know,179.66
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,TRUE,FALSE,I think some mushrooms are not poisonous,203.23
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,FALSE,FALSE,I think she has,216.57
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,TRUE,FALSE,FALSE,I think it’s shorter,227.74
64dde897-2a37-4670-bde7-4bff5f7bf9c6,Explain,FALSE,TRUE,TRUE,Maybe,242.5
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,TRUE,TRUE,"They have 5 fingers, they have finger prints",58.27
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,FALSE,FALSE,They do not have sensor like that,104.71
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,TRUE,TRUE,"Though they do not exist, but people still treat them as the national animal",152.04
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,FALSE,FALSE,No idea,199.74
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,TRUE,TRUE,Learned a lot,251.54
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,TRUE,TRUE,TRUE,266.57
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,FALSE,TRUE,knowledge,362.39
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,FALSE,FALSE,"why, what happened",413.28
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,TRUE,TRUE,make sense,429.14
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,FALSE,TRUE,that makes sense about how they communicates,463.2
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,TRUE,TRUE,That's the reason why soms wine sells so expensive,517.46
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,FALSE,FALSE,bias,528.57
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,TRUE,FALSE,too decisive,613.15
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,FALSE,TRUE,heard from someone,631.18
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,TRUE,TRUE,TRUE,maybe,642.54
deceed5a-7baf-42b7-9dae-476cd2cd9781,Emotion,FALSE,FALSE,FALSE,why they jump instead of running,686.1
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,FALSE,FALSE,"It’s common knowledge that smoking is harmful to health, so it’s unlikely that the number of smokers would increase.",168.47
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,FALSE,FALSE,I don't think filmmakers these days would go to the trouble of using such a time- and labor-intensive technique.,305.64
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,TRUE,FALSE,I thought they were all carnivores.,442.4
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,TRUE,FALSE,"I don't think such a heavy body could jump, and with those legs, I doubt they could even manage it. Plus, I can't imagine they'd be able to support their weight when landing.",557.99
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,TRUE,TRUE,Pistachios seem similar to almonds or peanuts because they have a comparable texture.,648.96
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,TRUE,FALSE,"Given the relationship between Russia and America, it’s hard to imagine such a carefree story.",756.91
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,FALSE,FALSE,"Since unicorns are mythical creatures, I don’t think they can become a national symbol.",868.64
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,FALSE,FALSE,"Since Australia is just a small part of Earth's surface, I think the Moon is much larger.",991.9
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,TRUE,FALSE,It’s hard to believe that a tiny insect like a mosquito could have such a sophisticated ability.,1127.5
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,TRUE,FALSE,Marbles seem cloudy and don’t feel like they’d fit well as an eye.,1206.71
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,FALSE,FALSE,It doesn’t feel like grass would have such a function.,1293.21
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,FALSE,FALSE,"I’m not sure, but I’ve never read an article like that.",1414.42
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,FALSE,FALSE,I think lemons are naturally sour. I’ve never heard or read about any other animal eating them because they taste sweet.,1650.76
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,TRUE,TRUE,"There are many varieties of oranges in Japan, and since there are various hybrids, I think this is just one of them.",1793.87
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,TRUE,TRUE,TRUE,"I think hair and skin on the human body are constantly being renewed, so it makes sense that the lifespan would be around six months.

",1957.64
6b79d299-2f8e-40a5-8c6e-2d5c19cab746,Explain,FALSE,FALSE,FALSE,Because I think they are completely different genetically.,2093.2
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,TRUE,FALSE,Interesting,61.7
19c7dc1c-b93d-431d-b827-1eea105881d7,Emotion,FALSE,TRUE,TRUE,scared,110.3
